ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,profile_id
1.5243915,1.2166699,1.1634387,0.28983584,-0.11263249,-1.4556237,0.17399569,-1.5341814,1.0702038,68
0.68824434,-0.5240629,0.32269427,-1.2453345,-1.2224241,-0.25563973,1.0291538,-0.2457249,0.3226143,68
0.6886087,0.58323354,0.32773232,-1.244091,-1.22243,-0.25563973,1.0291458,-0.24570666,0.3780627,68
0.6318731,-0.3537682,0.34962326,-1.2884905,-1.2169386,-0.25563595,1.0289558,-0.24574074,-1.6294043,68
1.4331492,0.8430226,0.29742894,-1.306165,-1.2224296,-0.25563973,1.0291395,-0.24570327,1.2330704,68
0.68768924,-0.52571356,-0.59758306,1.4062048,0.65461516,0.21989001,0.05492979,0.24252273,-0.14744024,68
0.66897947,0.21052359,0.62080556,-0.9342082,-0.95310676,-1.6188713,0.3612727,-1.738618,-0.8412837,68
0.6767334,0.13062996,-0.8103988,-0.23137873,-0.52952814,1.7001004,-0.23951568,1.7973468,-0.09031214,68
0.6886087,0.52132523,0.30692017,0.3675595,-0.375721,-0.259825,0.9928976,-0.24993367,0.37734294,68
1.5227433,1.2174672,-1.355941,0.2883823,0.20775874,1.1718454,-0.64695084,1.1333623,1.0704898,68
0.9788705,1.5142848,0.9630083,0.5235526,-0.20993455,-0.88718265,0.83351696,-0.9762489,0.7158675,68
1.5345705,-0.70131814,0.3448642,-1.3172747,-1.222432,-0.25563973,1.0291336,-0.2457236,0.2400075,68
0.68966264,-0.53054726,-1.3585278,0.28359106,0.79342943,0.7437973,-1.0965073,0.6608031,0.41171178,68
0.6700906,0.18530734,-0.84429365,1.0906478,0.8792571,0.35533816,-0.48954183,0.33539528,-0.8318463,68
0.6886087,0.5842613,0.32821587,-1.2449839,-1.2224308,-0.25563973,1.0291432,-0.24572958,0.38713104,68
0.68443114,-0.53496665,1.8861578,0.43838495,1.3114688,-1.1526499,-1.1641706,-1.0635209,-0.3927404,68
0.68167585,0.58263856,0.34808007,-1.261598,-1.2224301,-0.25564024,1.029144,-0.24572767,-0.14273141,68
1.5083296,0.104312375,0.8782177,-0.79828286,-0.8155846,-1.9697841,0.09205788,-2.077565,0.79794776,68
1.5492443,0.11668613,-0.93687415,0.92655784,1.5376619,0.24967943,-0.9212771,0.2043025,0.9656459,68
1.4199911,1.2037295,0.3579811,-1.2767818,-1.2157848,-0.2539287,1.0287992,-0.24360599,0.89482445,68
0.6382288,-0.36504954,-0.44928205,-0.43028486,-0.7159777,1.4507011,-0.002169944,1.565718,-0.79771775,68
0.63034236,-0.35573637,0.34377605,1.6281543,1.707914,-0.32141143,-0.64753664,-0.30907762,-1.0780046,68
0.68814397,0.11396977,0.3227582,-1.2480652,-1.2224311,-0.25563973,1.029144,-0.24571311,0.31037104,68
1.5466255,0.11409735,0.8330152,1.5672902,1.6914955,-0.5221185,-0.5808013,-0.499979,0.87611794,68
0.6499565,0.18697761,0.35301295,-1.3001142,-1.2224281,-0.25563973,1.029137,-0.24570993,-0.5539462,68
0.6371106,-0.36483097,0.3293089,-1.3285239,-1.2224293,-0.25564024,1.0291419,-0.24573374,-1.4067258,68
1.5295719,-0.7147533,0.34682676,-1.3172073,-1.2224278,-0.25563973,1.0291401,-0.2457353,0.47340432,68
1.278978,0.84241104,0.29787865,-1.3009759,-1.2224299,-0.25563973,1.0291663,-0.24573587,1.2083498,68
1.5236608,1.2159275,0.8087526,-1.0179628,-0.8924207,-2.5130239,-0.4183905,-2.5735834,1.0360646,68
0.66864425,0.18287674,0.741871,1.6817489,0.7172587,-0.517736,0.24691072,-0.51883686,-0.6774915,68
0.6379718,-0.30078536,-0.4251042,1.5194908,0.80038625,0.11460092,-0.06576228,0.13236555,-2.0746524,68
0.66102684,0.18279551,1.1945484,0.9494635,0.027357103,-0.94684446,0.76833904,-1.0366087,-0.6736199,68
0.68861973,0.6095884,1.9366932,0.4049132,0.510676,-1.4759812,-0.6171175,-1.4299008,0.43198943,68
0.6320507,-0.3678471,1.7650349,0.7136875,0.6631442,-1.2453666,-0.52775544,-1.2060299,-0.7423784,68
0.63679844,-0.36114806,0.34930763,-1.2984724,-1.2224308,-0.25563973,1.0291543,-0.24569625,-1.637165,68
1.5311629,-0.69183046,0.34509972,-1.316687,-1.2224268,-0.25563973,1.0291526,-0.24572094,0.17505066,68
1.4394778,1.2063617,-0.20943527,-0.41450524,-0.75327134,0.8714005,0.4670115,1.0073653,0.84785104,68
1.5467038,-0.69977164,0.3450443,-1.3149596,-1.2224301,-0.25563973,1.0291333,-0.24572025,0.29642162,68
1.0117793,1.0187982,-1.1266086,0.8131269,0.04683226,0.97105026,0.32572508,1.0767702,0.7796011,68
0.6904325,1.0211633,0.22681057,-0.76912254,-0.98029584,0.02846315,0.96800596,0.09565836,0.73801184,68
0.69489515,1.0262246,0.25285894,-1.1812885,-1.1792147,0.5348457,0.55952275,0.59624124,0.5410508,68
0.6886087,-0.56513286,-0.7977639,0.9454445,0.18903063,0.5390447,0.29674432,0.5882028,0.11742721,68
0.6886087,0.55662656,0.33463028,-1.3345338,-1.222431,-0.25563973,1.0291507,-0.24570839,0.3047664,68
0.98493314,1.7475554,0.29388645,-1.2905934,-1.2224219,-0.2556394,1.0291448,-0.2457508,1.0794917,68
0.68858564,-0.3230515,0.32257304,-1.2445345,-1.2224308,-0.25563973,1.029142,-0.24572821,0.33656663,68
1.5415918,0.08582596,2.0183387,-0.08597367,-0.17762437,-2.3798704,-0.2670605,-2.4578335,0.7905673,68
1.4215358,0.8405393,2.0848167,-0.03583039,0.2999106,-1.832685,-0.8565742,-1.7618771,1.1190069,68
0.6883658,0.51989144,1.2328969,1.3787526,0.9660278,-0.77954006,-0.21731092,-0.76435894,0.057153493,68
1.4049771,0.83952314,0.3492558,-1.309742,-1.2224289,-0.25564072,1.0291508,-0.24573268,1.1115812,68
0.6318941,-0.16036797,0.30266187,-1.1623515,-1.1530312,-0.19942096,1.0031807,-0.18265358,-0.7798107,68
1.3441572,1.8262805,0.854199,1.548921,1.2880914,-0.5568693,-0.30152202,-0.53650606,0.86337835,68
0.691919,1.0185065,0.06967166,-0.8211053,-0.99829865,0.7747277,0.5224278,0.90307003,0.74826306,68
0.6884822,-0.4400582,0.32317322,-1.2474854,-1.2224289,-0.25563973,1.029147,-0.24570678,0.3382055,68
0.6320507,-0.35559085,-0.37277377,-0.18223152,-0.6242985,0.9225208,0.4358566,1.0568296,-0.79509103,68
1.4276226,0.8420129,-0.23969088,1.4401493,0.17595723,0.08646023,0.940364,0.15964553,1.1770209,68
0.6880295,0.51769876,0.32587606,-1.2458401,-1.2224332,-0.25563973,1.029148,-0.24571688,0.048315533,68
0.68856555,0.5158838,1.5889302,1.0188824,1.043678,-0.9927606,-0.56376904,-0.95247006,0.048740264,68
1.3635957,0.84760875,0.82473356,1.5729531,0.8592658,-0.5489852,0.14178634,-0.54689753,1.2540572,68
0.6886087,-0.18149737,-0.7513833,0.33022043,-0.3076289,0.95576906,0.41147745,1.0926596,0.17901452,68
1.5418305,-0.701703,0.34374726,-1.3153263,-1.2224277,-0.25563973,1.029128,-0.24571715,-0.001491435,68
0.63576055,-0.35966453,1.9894749,0.19675216,0.7112101,-1.4631873,-1.0446383,-1.3704973,-0.73544025,68
1.0483366,1.9294235,0.5421036,1.6608924,0.848173,-0.4067634,0.23387802,-0.39834818,0.7781126,68
0.6886087,0.5616456,0.09808435,-1.0252442,-1.1209749,1.9611195,-0.49830973,2.034704,0.3420723,68
0.68218577,-0.56067,-1.3417021,0.3478246,0.48606613,0.915979,-0.8751722,0.8530608,-0.32534543,68
0.6387828,-0.3570229,0.34604323,-1.257884,-1.2212259,-0.25568306,1.0290596,-0.24576443,-0.6966672,68
0.65536165,0.18922077,0.35218048,-1.3000299,-1.2224287,-0.25563973,1.0291611,-0.24571869,-0.56144077,68
0.6886087,-0.56708705,2.2397826,-0.7423034,0.41279352,-2.074155,-1.8218707,-1.8802904,0.033702586,68
1.3379059,0.84140545,0.29721498,-1.3048084,-1.2224321,-0.25563973,1.0291467,-0.24570401,1.2211572,68
0.898309,1.3884301,0.53976184,1.6847302,0.6082912,-0.40458646,0.49174732,-0.40044537,0.7479243,68
1.3644589,1.2433779,0.3180703,-1.3286211,-1.2224311,-0.25563973,1.0291353,-0.2457211,0.94336855,68
0.6877595,0.52084434,-0.21497981,1.636723,0.9952118,-0.043473378,-0.06645737,-0.031267934,-0.12112213,68
1.1991282,1.7475554,-0.8827675,0.5189692,-0.1681345,0.9322787,0.42969832,1.0696173,1.1323143,68
1.4425191,0.8427657,1.8434163,0.5726873,0.71029896,-1.2936827,-0.6026892,-1.2470062,1.4183469,68
0.6886087,-0.5446296,-1.227135,0.2631816,-0.21428645,1.4991769,-0.05025481,1.6034418,0.17290634,68
1.5447745,0.111824594,1.371342,-0.7822157,-0.62290883,-2.7338002,-0.6350715,-2.774666,0.8088803,68
0.6886087,0.5870139,0.32824033,-1.2439651,-1.2224333,-0.25563973,1.0291398,-0.24571075,0.37455097,68
0.67366296,-0.5283659,0.36025637,-1.294969,-1.2224168,-0.25563973,1.0291473,-0.24571253,-0.082209535,68
0.6858424,-0.52830833,-1.6013308,-0.65382534,0.7733033,1.0618998,-1.9879776,0.8647974,-0.15222666,68
0.6882564,-0.4850663,0.3228591,-1.2458155,-1.2224289,-0.25563973,1.0291407,-0.24571446,0.32379338,68
0.9138078,1.7475554,0.8769349,-0.5457441,-0.71150684,-1.5049235,0.44646615,-1.6269851,1.0624145,68
0.6863453,0.55401623,0.8941996,-0.6640092,-0.7614744,-1.775475,0.23943925,-1.8898634,-0.17239933,68
0.6436801,-0.3715791,1.9136132,0.3652021,-0.05546254,-1.9182061,0.102984644,-2.0224729,-1.4387453,68
0.629183,-0.3589314,-1.5806285,-0.5245558,0.9093524,0.9768207,-1.9159287,0.7771774,-0.79539275,68
0.6886087,-0.18325007,1.0516485,-1.0158937,-0.80902594,-2.9119391,-0.8461733,-2.931674,-0.003709754,68
1.3484231,1.2212662,-1.062572,0.70298576,1.0618907,0.41063216,-0.75469565,0.36625525,0.9336458,68
0.6846931,0.18089333,1.4249812,1.2027706,1.7984934,-0.79098916,-0.9169383,-0.7394073,-0.4789781,68
0.67798007,0.3891612,1.1034844,-0.1708089,-0.5081928,-1.4816782,0.46686321,-1.6044049,-0.12586892,68
0.6339076,-0.41578218,0.9447787,-0.2283998,-0.5867029,-1.3342668,0.5529122,-1.4523839,-2.1791177,68
0.6886087,-0.5232405,2.1887255,-0.38148248,0.098751344,-2.298512,-1.1979641,-2.1781309,0.03400696,68
1.3657447,0.84433955,0.29654253,-1.307832,-1.2221516,-0.25562996,1.029137,-0.24569306,1.2624961,68
1.0409601,1.7475554,2.1449463,-0.23471361,-0.01919222,-2.3707237,-0.7298707,-2.3429193,1.0408343,68
0.63286173,-0.3621632,1.5041102,1.1355118,0.44546255,-1.0718018,0.11457229,-1.09833,-1.5853069,68
0.68805164,-0.5466466,0.3038575,-1.2603925,-1.2224258,-0.25563973,1.0291482,-0.24573907,0.13474903,68
0.6911311,0.555357,-0.42351574,1.441128,1.8691992,-0.020007191,-0.796856,-0.036735058,0.31719607,68
1.4173512,1.7475554,-1.6467175,-1.1402301,0.63364035,1.2519192,-2.3651614,1.0144768,1.0267302,68
0.6391793,1.4079365,-1.5991641,-0.73032844,0.10236544,1.7742897,-1.9702814,1.5627868,1.1500124,69
0.32911763,1.7263215,-1.438125,0.027918726,1.1962552,0.65234625,-1.4356124,0.5553955,0.42845896,69
0.6322093,1.4024521,0.31769273,-1.2474018,-1.2224338,-0.25563973,1.0291398,-0.24572112,1.0320951,69
0.29461592,-0.12856244,-1.5257374,-0.24864106,0.21980925,1.4405074,-1.4273015,1.3034203,-0.23911467,69
0.6461363,1.4067798,0.5299875,0.8676582,-0.07600906,-0.46727893,0.94884753,-0.49681717,1.1184981,69
0.62493616,1.4464885,1.44181,1.1789953,0.602858,-0.97202915,0.06999263,-0.9861197,0.96956843,69
0.3669337,1.7264918,-0.70247555,1.2908946,0.8970397,0.23898661,-0.23800662,0.24152857,0.47317848,69
0.6366047,2.0314772,0.60370135,1.6524726,1.3781312,-0.43453833,-0.29080406,-0.41993785,1.1969603,69
0.5968614,1.4034026,0.75702816,0.02235959,-0.48424158,-0.8520586,0.83869606,-0.9344525,1.0791065,69
0.48320946,1.6342428,2.0312657,0.12361835,0.5652496,-1.5873053,-0.92231464,-1.5059258,0.8875377,69
0.54266226,1.024011,-0.11868181,1.6019759,1.3376579,-0.10909167,-0.31739014,-0.106127724,0.9290045,69
0.6577195,2.0315619,0.34765568,-1.3035998,-1.2224283,-0.25563973,1.0291498,-0.24569748,1.3032211,69
0.6583247,2.0292761,1.890219,0.49841163,0.6973973,-1.3411157,-0.63494176,-1.2926477,1.3477777,69
0.29595694,-0.65979874,0.79997426,-0.3683661,-0.6782726,-1.2107716,0.611914,-1.3218052,-2.2463038,69
0.6326048,1.401868,0.060469557,-0.87091404,-1.0071849,0.64290255,0.5426507,0.73138016,1.0259988,69
0.6347869,1.4080107,-1.4405404,0.025986573,0.17737536,1.3440198,-0.9590868,1.264767,1.0974526,69
0.32663336,1.7474833,1.4346532,-0.3627122,-0.46980184,-2.152017,-0.056536477,-2.249174,-0.045640655,69
0.41262013,1.6351727,1.3510863,-0.3948384,-0.5055327,-2.065033,0.028350202,-2.170603,0.9106511,69
0.33412433,0.3572524,1.9252706,0.44840917,0.3759014,-1.5443138,-0.46325803,-1.5199152,-0.0737533,69
0.5789326,1.4074473,1.2457514,1.3363876,0.8866422,-0.7962497,-0.12074378,-0.7872294,1.012013,69
0.26896825,-0.5778238,-0.26509774,-0.28207392,-0.6375926,0.66035664,0.40945107,0.70293623,-1.2678341,69
0.59263366,2.1061494,0.85717595,0.256987,-0.34752956,-0.87697786,0.8308881,-0.96265525,1.0803124,69
0.6326981,1.4080001,-0.7480687,1.196486,0.4915561,0.3985356,0.10322796,0.42510498,1.0951022,69
0.32652095,-0.12477297,-1.199165,0.55444473,-0.10341164,1.262582,0.17182021,1.3813195,-0.18131033,69
0.6378283,1.4080541,-0.64866054,1.2283924,0.5507783,0.32520503,0.06893174,0.33840823,1.0920584,69
0.495145,1.6347674,-0.55341816,1.0100747,-0.000197527,0.4070754,0.7932644,0.5226457,1.0336128,69
0.5636877,1.7533418,-0.27955583,0.38613358,-0.34903383,0.33586606,0.83103496,0.44502902,0.9833713,69
0.62044746,2.0308049,1.8985517,0.43433025,-0.003727211,-1.7848951,0.22041835,-1.8958759,1.0094064,69
0.49279222,1.0135062,0.18070891,0.008523652,-0.57620895,-0.13201867,1.0128391,-0.09421255,1.1006799,69
0.32521808,-0.5815195,1.2833924,1.2612733,1.6771327,-0.7417022,-0.85583264,-0.69482356,-1.3759577,69
0.33809713,-0.2387714,-0.48609003,1.4631608,1.0323721,0.0948434,-0.26114267,0.09867458,-0.405941,69
0.30114126,-0.1255309,-1.5644757,-0.4205304,0.22579765,1.495035,-1.6478503,1.3316878,-0.21691947,69
0.378272,-0.11996445,-0.142757,1.6090142,1.4149104,-0.10548151,-0.44553566,-0.10265927,-0.1512996,69
0.55003476,1.4057618,0.7711025,0.14807114,-0.41946456,-0.7007198,0.8406048,-0.7492047,0.942644,69
0.4981994,1.6207625,1.9459378,0.38366452,-0.013929993,-1.8724458,0.17022128,-1.9849398,0.9572531,69
0.65374464,2.0317478,0.29721063,-1.271482,-1.2224315,-0.25563973,1.0291408,-0.24573323,1.2899961,69
0.65672475,2.0197668,0.29744565,-1.2726812,-1.2224301,-0.25563973,1.029128,-0.24573736,1.2062415,69
0.29451054,0.60959023,-1.2679743,0.30713233,-0.1679903,1.5547918,-0.10504712,1.6228545,-0.48979726,69
0.5740453,1.0254205,1.6257956,0.7019123,1.4752972,-0.9787019,-1.0198387,-0.906836,0.9543323,69
0.58826435,1.4069521,-0.6533008,1.2782927,0.20174655,0.39048406,0.6730394,0.48526525,1.0645603,69
0.4849279,1.021883,0.34552962,-1.1851374,-1.1554441,-0.2636289,1.0271306,-0.25506774,1.1431595,69
0.2872615,-0.12708677,0.87172663,1.5903425,1.1836269,-0.56459135,-0.29208976,-0.54584587,-0.23158647,69
0.28853625,-0.11647666,0.31659046,-1.248978,-1.2224303,-0.25563973,1.0291679,-0.24570826,-0.0650023,69
0.3380319,1.7258177,1.2285533,0.1817776,-0.3097327,-1.3454307,0.5484137,-1.4638456,0.013361745,69
0.5425739,1.0179487,0.3594541,-1.2827262,-1.2224289,-0.25563973,1.0291389,-0.24572837,0.95206356,69
0.59232855,1.4071885,1.0495994,-0.91608125,-0.777265,-2.5915177,-0.4876329,-2.6462455,1.0880331,69
0.6370283,2.0263524,0.2962747,-1.272373,-1.2224283,-0.25563973,1.029173,-0.24569608,1.2524495,69
0.37855908,-0.13145134,-0.39273694,1.4543598,1.4300789,0.009844553,-0.56848174,0.000277783,-0.22028634,69
0.3264246,1.7383884,1.550488,-0.48837444,-0.46600622,-2.2821414,-0.2641629,-2.3405116,-0.05993481,69
0.5463751,1.0203373,0.20769988,1.2574986,0.18856364,-0.21377172,0.85312074,-0.20587434,0.91999424,69
0.32679197,-0.580518,-1.0288019,0.8890724,0.49818417,0.62493604,-0.36757517,0.6152835,-1.7619331,69
0.46916208,1.6308919,0.90646434,-1.0013822,-0.85897255,-2.576007,-0.4532172,-2.636254,0.8991395,69
0.61710995,1.4070705,0.47852892,-0.3257024,-0.7050863,-0.55300754,0.96992946,-0.59554183,1.0857177,69
0.3666135,1.6353184,1.0358138,-0.28744513,-0.5580408,-1.4753321,0.465458,-1.5967954,0.9238241,69
0.29520112,-0.58154845,1.3050756,0.14962251,-0.33125827,-1.4830582,0.4601606,-1.604143,-1.0668302,69
0.5784096,2.018595,1.6724532,0.88690823,0.7027822,-1.1328306,-0.28708956,-1.1178522,1.1422514,69
0.29510474,0.38164967,1.9995995,0.13558052,-0.083347425,-2.1414008,-0.15479526,-2.2158215,-0.9639985,69
0.319296,0.6110403,-0.7103545,1.2369338,0.79880816,0.27055016,-0.22166817,0.26887167,-0.7590237,69
0.5347166,1.0260817,-1.5604646,-0.5754626,0.09343138,1.7078443,-1.7463342,1.5259728,0.9360174,69
0.37059838,1.6394585,-1.5245577,-0.22511731,-0.013257716,1.7986656,-1.1777538,1.6976693,0.77468014,69
0.37991112,-0.12673894,0.28939465,1.6441144,1.4503549,-0.29396126,-0.4387844,-0.28438038,-0.15387873,69
0.32907045,0.6089904,1.977815,-0.4666026,-0.29734382,-2.8114588,-0.73202163,-2.84066,-0.072833925,69
0.29039016,-0.11083274,0.31753936,-1.2493926,-1.2224284,-0.25563973,1.0291606,-0.2457135,-0.0656776,69
0.28788784,-0.5822898,0.29902497,-1.2778825,-1.2224314,-0.25563973,1.0291651,-0.24570447,-1.0514636,69
0.62972707,2.0263922,0.29833558,-1.2737464,-1.2224332,-0.25563973,1.0291635,-0.24569418,1.2589681,69
0.6274897,1.4063516,0.31778225,-1.2479107,-1.2224267,-0.25563973,1.0291467,-0.24574164,1.0373216,69
0.36264572,1.7438745,1.3340572,-0.73885214,-0.61919415,-2.6280696,-0.5257262,-2.6787148,-0.0112973,69
0.3733125,1.7314502,0.9002421,1.6048341,1.4249356,-0.5623741,-0.38258642,-0.54337656,0.45494473,69
0.26934165,-0.57780904,-0.9988919,-0.20177796,-0.46428293,1.909987,-0.44302487,1.9889176,-1.3111174,69
0.5309827,1.6317247,-1.5211998,-0.31606734,1.3594564,0.6933755,-1.699589,0.5330907,1.1175501,69
0.66323704,2.030223,2.212766,-0.5861368,0.39265612,-2.02476,-1.5419148,-1.8646346,1.3146774,69
0.37562916,1.635356,1.4239612,-0.108068265,-0.3686117,-1.7984706,0.21761148,-1.9117868,0.9204728,69
0.3362643,1.6353925,1.9339949,0.32401526,0.9904665,-1.286059,-1.010908,-1.201985,0.8684175,69
0.5253858,1.0232843,-0.042656146,1.5798298,0.6839191,-0.09680636,0.361661,-0.094577156,0.9235473,69
0.66460514,2.0318627,0.29849532,-1.2718809,-1.2220715,-0.25566256,1.0291262,-0.24571855,1.3309431,69
0.33258155,1.6354337,1.9407806,0.33873737,0.97019845,-1.2938392,-0.98541075,-1.2118874,0.86501193,69
0.30305442,-0.31145653,1.1897953,0.865519,-0.043646373,-1.0047991,0.77269197,-1.1050196,-1.0690076,69
0.49497035,1.6339841,-0.9267049,1.0505178,0.3486115,0.57228214,0.147143,0.61837244,1.046129,69
0.32044327,-0.57627803,-1.1836545,0.6164392,1.0073091,0.55105287,-1.0086485,0.48358655,-1.5581017,69
0.30550757,-0.6665286,0.32711732,0.34516495,-0.4228455,-0.2834966,1.0058159,-0.27762303,-2.2259774,69
0.63411343,1.4079167,0.60644734,1.6380378,0.5719975,-0.44308627,0.53072596,-0.4479871,1.1029785,69
0.6251781,2.0307314,1.1773801,1.3271378,1.3154116,-0.7226034,-0.46262535,-0.6912602,1.1893905,69
0.36557865,1.7262422,1.7928382,0.68097514,0.78656185,-1.2187117,-0.5713784,-1.1757323,0.61305416,69
0.5921669,1.0228587,-0.35785532,0.5249072,-0.2738249,0.38875666,0.8041305,0.50436133,0.9446456,69
-2.888385,-0.9369295,0.63586426,-0.35739392,-0.71938777,-0.88638246,0.85512346,-0.97990096,-2.2860055,69
0.6512222,1.9253807,0.29989526,-1.269387,-1.222432,-0.25563973,1.0291511,-0.2457389,1.1017249,69
0.28995454,-0.62729955,0.337048,-1.320912,-1.2224321,-0.25563976,1.0291411,-0.24571435,-2.1050265,69
0.37921754,1.7317655,-0.08182769,-0.6499524,-0.8717368,0.5392724,0.6378826,0.6361297,0.43325114,69
0.5411285,1.0176796,0.3594055,-1.2824844,-1.222429,-0.25563973,1.0291395,-0.24571411,0.9540032,69
0.3594187,-0.12208415,-0.82949746,0.7667575,-0.0944793,0.78738546,0.5342051,0.9206163,-0.16796798,69
0.48156533,1.6209868,-1.5590763,-0.6448528,0.71539867,1.1004838,-1.8080977,0.8851832,0.9958788,69
0.50276846,1.6351672,-1.242694,0.49425724,0.13527042,1.0774082,-0.23358344,1.0855713,1.0483055,69
0.645802,1.9239565,0.30065548,-1.2692145,-1.2224239,-0.25563973,1.0291418,-0.24571644,1.1067156,69
0.30643302,-0.58324915,-1.6175023,-1.0221186,0.5174988,1.5034288,-2.4960322,1.2028273,-1.3542649,69
0.3239042,-0.23098744,-1.4048251,-0.18430722,1.068107,0.76760364,-1.6614174,0.60836774,-0.3517995,69
0.29363024,-0.5963228,0.81685126,-0.6266284,-0.78113824,-1.5459347,0.42330053,-1.6687901,-1.0700382,69
0.24952874,-0.54695493,1.4629388,1.1572658,0.822915,-0.9674689,-0.35836864,-0.94255084,-1.9633902,69
0.6661961,2.031662,0.29884288,-1.2735354,-1.2224326,-0.25563973,1.0291672,-0.24574174,1.2987354,69
0.32547504,0.8923599,1.2615459,-0.17878427,-0.45948744,-1.6930543,0.30239382,-1.810778,-0.040453285,69
0.36608353,-0.12388046,0.14113082,1.3887557,0.12014016,-0.15656999,0.9996404,-0.12617858,-0.10338903,69
0.3035051,0.6095884,0.99854666,1.2914513,1.8781629,-0.6154915,-0.9177552,-0.5805954,-0.8529453,69
0.39134577,1.6357583,1.475308,-0.19046772,-0.38686818,-1.9528072,0.10786302,-2.061889,0.9277,69
0.6646493,2.032246,0.29079726,0.6788213,-0.17344917,-0.2540831,0.97475654,-0.24425846,1.3621874,69
0.5558224,1.4057161,-1.0109738,0.69421256,1.4776086,0.31133422,-1.0531389,0.25488722,0.93847495,69
0.58134353,1.0204923,-0.04311945,1.4201124,1.758649,-0.15694973,-0.7033836,-0.17070386,0.95025843,69
0.63115335,1.4017633,0.31873953,-1.2471365,-1.2224343,-0.25563973,1.029141,-0.24572678,1.0272539,69
0.49033403,1.6355865,1.217393,0.55617815,-0.13179529,-1.1110301,0.6870793,-1.2178063,0.90393895,69
0.5385399,0.8458046,-0.57783824,1.3971722,0.98908097,0.1412363,-0.18795383,0.14684966,1.2804358,69
0.6010049,1.4025756,1.4933509,0.47497287,-0.04040124,-1.3883431,0.35870036,-1.4619724,1.0653478,69
0.29076156,0.60958993,2.1683228,-0.32955578,0.4647892,-1.8758777,-1.4062763,-1.7356237,-0.65803975,69
0.23688155,-0.5943533,1.21453,1.4159778,0.69743925,-0.8049046,0.026086265,-0.80729496,-1.2250789,69
0.3189497,-0.5816768,1.460049,1.1038008,0.77507347,-0.9643836,-0.25750735,-0.95137846,-1.058679,69
0.33367664,1.0105643,2.0086317,0.17393503,-0.08116243,-2.1250122,-0.06419355,-2.2173796,0.02722372,69
0.63311267,2.0212371,0.45870674,1.6627951,0.91639996,-0.37576374,0.120026454,-0.3659018,1.153196,69
0.48236933,1.6357329,0.9809509,-0.67581403,-0.7275782,-1.9490128,0.111060984,-2.0571792,0.90031576,69
0.36298397,1.2779043,0.84974897,0.5986263,-0.20514558,-0.76218545,0.8957473,-0.836327,-0.016273985,69
0.53405815,1.0246267,1.5731814,1.0182456,0.8990292,-1.0080136,-0.39894366,-0.9798699,1.0155444,69
0.3091361,-0.6402003,0.8993861,-0.05670357,-0.5212684,-1.1242826,0.6696993,-1.2309433,-2.312114,69
0.43897545,1.6354767,1.6019944,-0.7004081,-0.4968585,-2.809977,-0.7350627,-2.8384438,0.9790423,69
0.43043458,1.7262818,-0.6996983,1.1375504,1.2988458,0.1784898,-0.63936824,0.15039541,0.6083182,69
0.2947193,0.6874639,-0.4901549,1.1328272,0.013220532,0.34578025,0.8313354,0.45765656,-0.93613786,69
0.48768917,1.632847,0.33864397,-1.3249732,-1.2224282,-0.25563973,1.0291461,-0.2457386,1.000871,69
0.54021716,1.0229244,-1.4570462,-0.14614265,0.052361336,1.587199,-1.152997,1.4800938,0.9401864,69
0.29827157,0.37768644,1.6773869,0.34299162,-0.13898756,-1.7179153,0.28501716,-1.8348968,-0.9996514,69
0.35033378,-0.13765293,-1.1677911,0.5736967,1.4835025,0.39958557,-1.2081852,0.32867417,-0.25499845,69
0.62414825,2.0252905,0.29794455,-1.273284,-1.2224305,-0.25563973,1.0291456,-0.24571475,1.263237,69
0.6134363,1.4447017,-0.03972615,-0.9674105,-1.054734,2.153214,-0.72939646,2.2031431,1.0041649,69
0.5964529,2.138819,1.6463566,-0.34028792,-0.3779951,-2.325119,-0.21653016,-2.408094,1.0803379,69
0.29471532,0.6095884,0.5406189,1.5679191,1.9697001,-0.40116447,-0.8038598,-0.3931792,-0.8361881,69
0.45717534,1.6214,1.3483042,-0.14695792,-0.40980923,-1.7747518,0.24462847,-1.8901905,0.9044045,69
0.6332612,1.9280933,0.30079925,-1.2703435,-1.222428,-0.25563973,1.0291294,-0.2457284,1.0993259,69
0.46260762,1.6356372,1.4703714,-0.5325463,-0.5067981,-2.4221573,-0.30280393,-2.4973335,0.89328027,69
0.29379186,0.36672628,1.5216544,0.44764408,-0.1419984,-1.4898437,0.45580974,-1.6116025,-1.0099077,69
0.5959972,2.1255693,1.4696473,-0.26991326,-0.41371995,-2.0391293,0.038365155,-2.143602,1.0544782,69
0.330555,0.58427906,1.883799,0.49497566,0.15284723,-1.72617,-0.12917039,-1.767374,-0.9244745,69
0.5819157,2.0629323,0.34976763,-1.298476,-1.2224294,-0.25563973,1.0291417,-0.24573782,1.055379,69
0.66408724,2.0294201,2.1408315,-0.20088784,0.20041046,-2.0439003,-0.9005196,-1.9759325,1.3230451,69
0.30097064,-0.07403246,0.56712115,0.122266345,-0.49940506,-0.5820929,0.9833661,-0.6313006,-1.0854281,69
0.59504765,1.4083657,0.3211952,-1.2492946,-1.2224292,-0.2556398,1.0291427,-0.24571791,0.9517589,69
0.27488634,-0.57824457,0.30192235,-1.2786807,-1.2224301,-0.25563973,1.0291454,-0.24570394,-1.0285249,69
